resp_id,city,area,interviewer,int_date,gender,age,educ,employ,marital,hh_size,hh_income,migrant,yrs_nbhd,trust1,trust2,trust3,trust4,trust5,civic_meet,civic_vol,civic_petition,civic_contact,civic_protest,belong,life_sat,health,internet,sm_hours,discrim,vote,wt,q_challenge,q_connect
3055,3,2,INT09,2025-02-18,2,85,3,7,4,5,60500,1,10,4,5,4,2,3,1,1,0,0,0,4,5,3,0,0.0,0,1,1.642,I think we depend on tankers for drinking water and they charge 600 rupees a trip. Plus the only open ground was taken for a parking lot.,Not interested
3056,3,2,INT10,2025-02-18,2,,1,6,2,7,36500,0,33,3,3,4,3,5,1,0,1,0,0,4,6,4,0,0.0,0,0,1.641,,festivals together
3057,3,1,INT10,2025-02-19,2,20,3,6,1,4,50500,0,10,3,3,4,2,1,1,0,1,0,0,3,7,4,1,2.0,0,0,0.997,"according to me, tap water is yellowish and smells, so we boil it or buy cans. without a water purifier you cannot drink it","If we celebrated festivals together as one society instead of separately. Another thing is if working hours were normal I would join things, now I am always tired."
3058,3,2,INT10,2025-02-19,1,33,6,1,2,5,45000,1,16,2,2,3,2,2,0,0,0,1,0,3,7,3,1,1.5,0,0,1.519,"Frankly speaking, the only open ground was taken for a parking lot. When I was young we played cricket in the field that is now a mall. And we depend on tankers for drinking water and they charge 3000 rupees a trip. My mother spends half her morning just arranging water. That is all.",WhatsApp group
3059,3,1,INT10,2025-02-19,1,23,5,5,1,3,13500,1,6,2,3,5,1,2,1,0,0,0,0,2,5,5,1,1.5,0,1,1.071,"see, most of the streetlights do not work, the lane is completely dark at night. people use their phone torch to walk home. apart from that, diesel trucks pass all night and the air is black",Stable rent
3060,3,1,INT10,2025-02-19,1,68,3,6,4,6,17500,0,22,3,4,2,2,4,0,0,0,0,0,3,6,2,0,0.0,0,1,1.269,"Nobody organises anything for the society, so we do not know our neighbours. The puja committee is now run by a few people only. Otherwise it is a nice place to live.","Frankly speaking, some kind of welcome for new families, somebody to show them around."
3061,3,1,INT09,2025-02-20,2,21,3,5,1,2,48500,0,9,3,4,3,4,4,0,0,0,1,0,3,10,4,1,2.0,0,0,1.091,eve teasing,"Celebrating each other's festivals, Eid, Diwali, Christmas, Pongal, all of them."
3062,3,1,INT08,2025-02-21,1,24,5,5,2,4,34500,1,3,4,3,4,8,2,1,1,0,1,0,2,6,5,1,5.0,0,0,1.268,"Jol thik moto ase na, pressure khub kom.",Basically an app or group where we can report problems together and follow up. Right now the group is only used for complaints about parking. Then people would trust each other more.
3063,3,2,INT08,2025-02-21,2,33,2,3,2,4,11000,0,14,4,3,2,3,4,0,0,0,0,0,4,6,3,1,1.5,1,0,1.274,"no regular water, rising rents",a laughter club or a bhajan group for older people
3064,3,1,INT08,2025-02-21,2,45,4,6,2,2,21000,1,4,3,3,3,3,2,1,0,0,0,0,2,7,2,1,0.5,0,1,1.045,NA,"A ward committee that meets every month and shares what the Corporation is doing. Apart from that, classes for tailoring or computers for women, we would get to know each other."
3065,3,1,INT09,2025-02-21,1,40,3,1,2,5,52000,1,4,4,4,3,2,2,0,0,0,0,0,3,4,5,1,1.0,0,0,0.865,Mainly during the monsoon the whole road goes under knee-deep water. The municipal ward office pumps come only after the water has already gone down. Please do something about it.,
3066,3,1,INT10,2025-02-21,1,37,1,1,2,6,31000,1,3,3,3,5,1,2,0,0,0,0,0,1,4,3,1,2.5,1,0,0.928,i think smoke from burning garbage makes breathing difficult in the evening,"Samiti-te bharatiyader o dake na, sudhu malik ra."
3067,3,1,INT08,2025-02-22,1,56,6,3,2,5,66500,0,29,5,5,1,5,5,1,0,0,1,0,4,5,4,0,0.0,0,1,1.063,,Mainly if we celebrated festivals together as one area instead of separately.
3068,3,2,INT10,2025-02-22,2,35,6,1,2,5,71500,0,9,4,3,4,2,3,0,1,0,0,0,3,6,4,1,2.5,0,1,1.16,Boys sit near the paan shop at night and pass comments on girls.,If people stopped discriminating and treated everyone equally.
3069,3,1,INT10,2025-02-22,1,84,4,7,2,8,10000,0,57,4,5,2,4,4,0,0,0,0,0,4,6,3,0,0.0,0,1,0.788,Rents are going up every year and the landlord asks for 1000 rupees more each time. Our landlord gave us one month notice to vacate. New flats have brought people who do not mix with anyone in the area. The rest is okay.,Nothing
3070,3,1,INT08,2025-02-23,2,33,4,2,2,3,48500,1,6,3,1,5,2,2,0,0,0,0,0,3,2,3,1,2.5,1,0,1.066,,"According to me, respect for all communities, the young people are being poisoned by social media. Another thing is affordable housing near work so that families can settle in one place."
3071,3,2,INT08,2025-02-24,2,31,5,1,1,3,29500,1,14,3,2,1,3,3,0,1,0,0,0,3,6,3,1,2.0,0,0,1.264,"water shortage, monsoon flooding","Safe public transport so that I can attend things in the evening. Right now I rush home before dark, so I miss everything. Apart from that, honestly, more time. I leave at seven and come back at ten, there is no time to connect."
3072,3,1,INT09,2025-02-24,1,66,6,1,2,4,20000,1,8,4,4,4,1,4,0,0,1,0,0,2,7,3,1,0.5,0,0,0.81,We have moved three times in 2 years because of rent increases.,Affordable housing near work so that families can settle in one place.
3073,3,1,INT09,2025-02-24,2,66,5,7,2,4,23000,1,4,2,3,4,3,3,0,0,0,1,0,2,5,2,0,0.0,1,1,0.596,"Language is a barrier, the older families do not accept people who do not speak the local language.","Basically someone to check on elderly people who live alone. All our children are abroad or in other cities, we are alone. Second thing, affordable housing near work so that families can settle in one place. That would make a big difference."
3074,3,1,INT09,2025-02-24,2,30,5,1,2,4,43500,0,13,4,4,4,8,2,0,0,0,0,0,1,4,4,1,1.0,1,0,0.511,streetlights,"According to me, if the residents welfare association included tenants and not only owners. On top of that, transparency in how ward funds are spent, maybe a notice board."
3075,3,1,INT09,2025-02-24,2,41,6,6,3,2,200000,0,13,4,3,4,1,2,0,0,0,0,0,3,7,4,1,6.0,0,1,0.971,Actually water enters the ground floor houses every rainy season.,"friendly neighbours, safer streets"
3076,3,2,INT09,2025-02-24,2,33,5,1,2,5,21500,0,14,1,3,4,2,3,0,0,0,0,0,3,3,3,1,3.5,1,0,1.466,"We need green space, every inch has been built over. When I was young we played cricket in the field that is now a mall. On top of that, waterlogging in monsoon is the biggest problem, children cannot go to school. The Corporation pumps come only after the water has already gone down. That is all.","Transparency in how ward funds are spent, maybe a notice board"
3077,3,2,INT09,2025-02-24,1,49,2,1,2,10,10000,1,2,2,2,5,1,4,0,0,0,0,0,2,5,3,0,0.0,0,0,1.467,"Two-wheelers drive on the footpath, so walking is dangerous for old people",sports for kids
3078,3,1,INT10,2025-02-24,2,75,3,1,4,5,45500,0,53,4,5,3,8,5,0,0,1,0,0,2,,3,0,0.0,0,1,0.745,"There is no park or playground, children play on the road. The one park is used by people to drink at night. Another thing is landlords do not rent to bachelors or to people from other states. Many families who lived here for decades have left for the outskirts.",mainly a park or common place where people can sit and talk in the evening
3079,3,2,INT10,2025-02-24,2,32,3,6,2,9,24000,0,7,4,2,5,3,2,0,0,0,0,0,2,8,4,1,2.5,0,0,1.402,traffic jam,"See, neighbours helping each other in emergencies, like it used to be."
3080,3,1,INT10,2025-02-24,2,43,3,6,2,5,15000,1,9,3,4,4,2,3,0,0,0,0,0,2,3,4,1,2.5,1,0,0.849,NA,"Honestly, sports day or a small fair for the children would bring people out of their homes."
3081,3,1,INT08,2025-02-25,2,37,4,3,2,3,24500,0,5,2,3,3,3,9,0,0,0,0,0,3,7,3,1,3.0,0,1,0.714,"garbage ka bahut issue hai, safai wala roz nahi aata","If people greeted each other and stopped judging tenants. When my father was in hospital not a single neighbour asked. Another thing is fair rent agreements so that we are not thrown out suddenly. It is not difficult, someone just has to start."
3082,3,1,INT08,2025-02-25,1,31,5,1,2,5,38000,1,2,3,3,1,1,3,0,0,0,0,0,3,7,3,1,3.0,1,0,1.154,People throw waste in the open plot next to our building and it stinks. In the rainy season the smell is unbearable and mosquitoes breed.,"honestly, more time. i leave at seven and come back at ten, there is no time to connect"
3083,3,1,INT08,2025-02-25,1,39,4,3,1,5,46000,0,6,3,5,3,2,3,0,0,0,0,0,4,7,4,1,2.5,1,1,1.066,No parks,"Honestly, more time. I leave at seven and come back at ten, there is no time to connect."
3084,3,1,INT10,2025-02-25,2,57,3,6,2,4,22500,1,4,1,2,4,2,3,1,0,0,0,0,2,6,3,1,1.0,0,1,1.495,Rents are going up every year and the landlord asks for 1500 rupees more each time.,"If people stopped discriminating and treated everyone equally. Now even the tea stall conversations have become tense. Second thing, a cleanliness drive where everyone participates, owners and tenants together. Once we cleaned the pond together and people still talk about that day. Then people would trust each other more."
3085,3,1,INT10,2025-02-26,2,34,3,1,3,5,22500,1,1,3,5,4,2,2,0,0,0,0,0,2,6,3,1,3.0,0,0,0.737,किराया हर साल बढ़ जाता है।,"Neighbours helping each other in emergencies, like it used to be."
3086,3,2,INT10,2025-02-26,1,41,2,3,2,3,23000,1,10,3,3,4,3,4,1,0,0,0,0,4,7,3,1,0.5,0,0,1.05,The borewell went dry last summer and the tanker people charge whatever they like.,"The association should be run democratically, not by the same two families. I went once but nobody listened to what I said. Also a community hall that anybody can use for functions without paying a lot."
3087,3,1,INT10,2025-02-26,1,85,2,7,4,7,18000,1,13,4,5,2,4,4,0,0,0,0,1,4,5,2,0,0.0,0,0,0.757,"Basically constant honking, the noise is too much for elderly people. My father has high blood pressure and the noise makes it worse. Housing is too expensive, young couples cannot afford to live near their parents.","More trust between people, now everyone keeps to themselves. My neighbour aunty sends food sometimes and that is the only connection I have. That is what I feel"
3088,3,2,INT10,2025-02-26,2,47,2,3,2,6,9000,0,7,3,4,3,3,1,0,0,0,0,0,1,4,3,0,0.0,0,0,1.619,"The garbage van comes maybe twice a week, so everyone just dumps it outside. My children fell sick with dengue last year. Along with that, men drink openly near the empty plot and women avoid that road.",Safety
3089,3,2,INT08,2025-02-27,2,32,6,3,2,5,46500,1,15,3,3,2,2,2,1,1,0,1,0,3,7,4,1,2.0,0,1,1.298,blocked drains,"Basically some kind of welcome for new families, somebody to show them around. Along with that, safe public transport so that I can attend things in the evening."
3090,3,1,INT08,2025-02-28,2,42,1,6,2,5,5000,1,11,3,4,4,3,4,0,0,0,0,0,2,2,4,0,0.0,0,0,0.665,"Honestly, public toilets are dirty and there are not enough of them. My children fell sick with dengue last year. And kids are stuck indoors on phones because there is no place to play. Water pressure is so low that the upper floors get nothing at all. Without a water purifier you cannot drink it. The rest is okay.","More trust between people, now everyone keeps to themselves."
3091,3,1,INT08,2025-02-28,2,53,5,1,2,4,34500,0,15,4,2,5,4,3,1,0,1,0,1,4,5,2,1,1.5,0,1,0.99,"Traffic is terrible, it takes me 3 hours to go to office and come back. I spend more time on the road than with my family. It is the same story every year.","mainly classes for tailoring or computers for women, we would get to know each other. most women here only meet at the water tap"
3092,3,1,INT10,2025-02-28,2,54,5,1,3,3,46000,0,34,5,5,1,4,4,1,0,1,0,0,3,9,4,1,1.0,0,0,1.237,Water enters the ground floor houses every rainy season,a place where women can come together without needing permission from anyone
3093,3,1,INT08,2025-03-01,1,31,6,1,2,7,65000,0,13,4,5,1,4,3,1,0,0,0,0,4,4,4,1,3.5,0,0,0.709,"See, corruption in local services, the councillor only helps his own people.",Don't know
3094,3,1,INT08,2025-03-01,1,27,5,1,2,8,85000,0,12,4,4,2,4,4,1,0,1,0,0,3,6,4,1,1.5,0,1,1.09,Mainly the only open ground was taken for a parking lot. Plus the marriage hall next door plays music till two in the morning.,"Shorter travel to work, then weekends would not be only for rest. And coaching or skill training centre for the young people of the area."
3095,3,1,INT08,2025-03-01,2,41,4,6,2,7,38000,0,21,3,5,3,2,4,0,0,0,0,0,4,7,3,1,1.0,0,0,0.938,"Water supply is very irregular, sometimes we get it for only one hour in the morning.","A women's group or self-help group where we can meet and also earn something. Our self-help group gave me friends and some savings. Second thing, a park or common place where people can sit and talk in the evening."
3096,3,1,INT08,2025-03-01,2,52,4,6,2,3,35000,0,24,4,4,5,3,4,0,0,0,0,0,4,6,3,1,4.5,0,0,0.588,There is always the fear of eviction because nobody has a proper agreement,"Classes for tailoring or computers for women, we would get to know each other. Our self-help group gave me friends and some savings. Along with that, community events on weekends when working people are free. Also if people greeted each other and stopped judging tenants."
3097,3,2,INT09,2025-03-01,2,48,2,6,2,7,19500,1,2,4,4,3,2,3,0,0,0,0,0,3,7,4,0,0.0,0,0,1.067,"There is still no piped water connection in our lane, only one common tap.","Basic services working properly, water, roads and lights, then people have time for each other."
3098,3,1,INT09,2025-03-01,1,85,5,1,2,3,24500,0,64,4,4,4,2,3,1,1,0,0,0,3,6,4,0,0.0,1,1,0.965,"For me, autos and buses stop anywhere and the whole junction gets blocked. My son missed his exam once because the bus was stuck for an hour.",shorter commute
3099,3,1,INT10,2025-03-01,1,24,1,5,1,5,21500,0,5,2,2,4,2,3,0,1,0,0,0,4,9,5,0,0.0,0,1,1.067,"the deposit they ask is ten months of rent, which ordinary people cannot pay",
3100,3,2,INT10,2025-03-01,1,63,2,7,2,6,27500,0,39,5,5,2,8,3,0,1,1,1,0,3,7,3,0,0.0,0,1,0.925,Rents are going up every year and the landlord asks for 1500 rupees more each time. Half my salary goes on rent. The rest is okay.,if people were more welcoming to newcomers instead of asking which caste or state we are from
3101,3,1,INT08,2025-03-02,1,45,4,1,1,3,51000,0,16,4,3,4,3,5,1,0,0,0,0,3,7,3,1,0.5,0,1,0.992,"The park we have is locked most of the time and full of weeds. When I was young we played cricket in the field that is now a mall. Most of the streetlights do not work, the lane is completely dark at night.","For me, a proper playground, the children will play together and the parents will also meet. Also a local office where you can go without a middleman."
3102,3,2,INT08,2025-03-03,1,28,5,1,2,3,29500,1,1,3,2,3,2,9,0,0,0,0,0,1,3,2,1,2.5,1,1,1.161,"To be honest, unemployment among young people is the main problem, it leads to drinking and fights. Some of them fall into bad company.","If women were also invited to the meetings and made office bearers. Right now decisions are taken and we are just told to pay. On top of that, benches and a walking track, that is where you actually meet neighbours. It is not difficult, someone just has to start"
3103,3,2,INT08,2025-03-03,1,26,4,4,1,6,20500,0,14,4,5,3,4,3,1,0,0,1,0,4,8,4,1,1.5,0,0,1.364,ट्रैफिक और पार्किंग की बहुत समस्या है।,"Biggest thing is football or cricket tournaments between lanes, the young people would connect. Celebrating each other's festivals, Eid, Diwali, Christmas, Pongal, all of them."
3104,3,1,INT08,2025-03-03,1,58,4,3,4,4,41000,0,31,4,4,4,2,3,0,0,1,1,0,4,8,2,1,0.5,0,0,1.065,"See, traffic is terrible, it takes me 2 hours to go to office and come back. I spend more time on the road than with my family. Please do something about it.","Nijer bari na thakle para-ke nijer mone hoy na. Neighbours helping each other in emergencies, like it used to be."
3105,3,1,INT08,2025-03-03,2,25,4,1,2,5,999999,1,4,3,1,5,8,1,1,1,0,0,0,2,7,4,1,2.5,0,1,0.778,"Honestly, there have been chain snatching incidents near the bus stop. My husband has to come to the bus stop to pick me up.",friendly neighbours
3106,3,2,INT08,2025-03-03,1,47,2,1,2,5,19500,1,10,3,3,5,2,4,0,0,0,0,0,3,6,2,0,0.0,0,0,1.658,Baarish mein poora area paani mein doob jaata hai.,"to be honest, a local office where you can go without a middleman. participatory budgeting like some cities have tried would be good. that would make a big difference"
3107,3,1,INT09,2025-03-03,2,43,3,6,2,5,999999,0,29,5,4,3,4,2,1,0,0,0,0,3,6,3,0,0.0,0,1,0.618,"Most important is two-wheelers drive on the footpath, so walking is dangerous for old people. Plus the marriage hall next door plays music till two in the morning. We need green space, every inch has been built over.","affordable housing near work so that families can settle in one place. plus better streetlights and some police presence, then women can also take part"
3108,3,1,INT09,2025-03-03,2,54,3,6,2,7,109500,1,8,2,3,4,3,2,1,0,0,0,0,3,7,3,1,1.5,1,1,1.059,NA,More cultural programmes where families can come together.
3109,3,1,INT09,2025-03-03,2,31,4,2,2,3,12500,0,14,8,3,5,4,2,0,0,0,0,1,4,7,3,1,2.0,0,1,0.817,"पानी की बहुत दिक्कत है, टैंकर पर निर्भर रहना पड़ता है।","For me, more trust between people, now everyone keeps to themselves."
3110,3,1,INT08,2025-03-04,2,62,3,7,2,3,35000,0,46,3,3,3,4,2,1,0,0,0,0,2,7,2,0,0.0,1,1,0.636,Contracts go to relatives of the party people.,Basically community events on weekends when working people are free.
3111,3,1,INT10,2025-03-04,1,19,4,5,1,5,47500,0,7,4,3,2,4,3,0,1,0,0,0,3,6,4,1,3.0,0,0,1.094,"To be honest, we have moved three times in 4 years because of rent increases.","Football or cricket tournaments between lanes, the young people would connect."
3112,3,1,INT10,2025-03-04,2,35,6,1,2,5,52000,1,17,3,4,3,3,1,0,0,0,0,0,2,7,4,1,1.0,0,0,0.743,dark roads,"If the residents welfare association included tenants and not only owners. I went once but nobody listened to what I said. Second thing, an app or group where we can report problems together and follow up."
3113,3,2,INT09,2025-03-05,1,37,5,1,2,3,50000,1,4,3,3,4,4,3,0,1,0,1,1,2,6,4,1,1.0,0,0,1.285,Basically dirty drain water mixes with the drinking water pipe.,Basically if people were more welcoming to newcomers instead of asking which caste or state we are from.
3114,3,1,INT09,2025-03-05,2,47,4,6,2,6,63000,0,36,2,4,3,2,3,0,0,0,0,0,4,4,3,1,1.0,0,0,0.7,"To be honest, the drains are open and always blocked, the sewage overflows onto the road.","basically owning a house, even a small one. as a tenant you always feel temporary"
3115,3,1,INT10,2025-03-05,1,19,4,3,2,4,56500,0,9,3,9,4,2,4,0,0,0,0,0,3,4,3,1,8.5,1,0,0.943,don't know,
3116,3,2,INT10,2025-03-05,1,64,5,3,2,6,12000,0,54,4,4,3,4,4,1,1,0,1,1,4,8,1,1,1.5,0,1,1.887,Mainly old residents look at us as outsiders even after 12 years. When something is stolen they immediately blame the tenants. Otherwise it is a nice place to live.,पड़ोसी एक-दूसरे का हाल पूछें तो अपनापन लगेगा।
3117,3,1,INT08,2025-03-06,1,44,5,1,2,3,999999,1,13,5,5,2,4,2,1,0,1,1,0,3,6,3,0,0.0,0,1,1.257,Nothing,"Football or cricket tournaments between lanes, the young people would connect. If I knew I could stay here for more than a year, I would invest in knowing people."
3118,3,2,INT08,2025-03-06,3,44,4,3,2,3,31500,1,5,3,4,5,2,2,0,1,0,0,0,4,9,3,1,0.5,0,1,0.936,Landlords do not rent to bachelors or to people from other states.,Corporation kaaj korle loke bharsa pabe.
3119,3,1,INT08,2025-03-06,2,19,5,1,1,3,155000,1,2,1,2,4,1,3,0,0,0,1,0,2,8,4,1,5.5,0,0,0.652,"Housing is too expensive, young couples cannot afford to live near their parents. Another thing is most of the streetlights do not work, the lane is completely dark at night.",Basically a local office where you can go without a middleman. Participatory budgeting like some cities have tried would be good. Just knowing the names of my neighbours would be a start.
3120,3,1,INT08,2025-03-07,2,20,5,5,1,3,104000,1,3,1,2,4,1,4,0,0,0,0,0,1,4,4,1,4.5,0,0,0.658,Old residents look at us as outsiders even after 5 years.,"Basic services working properly, water, roads and lights, then people have time for each other. Most of our energy goes in fighting for basic things."
3121,3,1,INT08,2025-03-07,2,71,2,6,2,5,22500,0,27,4,4,4,4,2,0,0,0,0,0,4,5,2,0,0.0,0,0,0.914,I think during the monsoon the whole road goes under knee-deep water.,Most important is a park or common place where people can sit and talk in the evening. Another thing is if the BMC actually responded to complaints I would feel this place is mine.
3122,3,2,INT10,2025-03-07,2,23,5,1,1,5,12500,0,14,3,4,4,4,1,1,0,0,0,0,2,3,2,1,3.5,0,0,1.502,"Basically drainage is so bad that the lane smells all year round. Children fall sick often with stomach problems. Nobody organises anything for the area, so we do not know our neighbours. The deposit they ask is ten months of rent, which ordinary people cannot pay.",NA
3123,3,1,INT10,2025-03-07,1,29,3,3,2,7,33500,0,20,3,4,4,3,2,0,0,0,0,0,3,7,5,0,0.0,0,0,0.964,"According to me, the garbage van comes maybe twice a week, so everyone just dumps it outside. We tried collecting money for a private cleaner but it stopped after two months. Builders are taking over every open plot and prices are only for rich people.",if we planted trees together and looked after them as a group
3124,3,1,INT10,2025-03-07,2,47,4,6,3,2,35500,1,7,2,3,5,3,1,0,0,0,0,0,2,4,3,1,3.5,0,1,0.915,Even one hour of heavy rain and the lane is flooded for two days.,A women's group or self-help group where we can meet and also earn something.
3125,3,1,INT10,2025-03-08,2,21,6,6,2,5,80500,1,4,4,4,2,4,2,1,0,0,1,0,2,7,4,1,1.5,0,0,0.717,Mainly graduates are doing delivery jobs because nothing else is available. Kids are stuck indoors on phones because there is no place to play.,Better services
3126,3,1,INT08,2025-03-10,2,65,4,6,2,4,82000,0,53,2,4,3,3,3,1,0,0,1,0,4,7,3,1,1.0,0,1,1.186,There is no proper dustbin anywhere in the building.,"Hindu Muslim sab ek saath rahein, bas yahi chahiye."
3127,3,1,INT08,2025-03-10,2,85,3,6,2,5,7500,0,61,4,5,2,8,3,0,1,0,1,0,4,5,2,0,0.0,0,1,0.693,Garbage is not collected regularly and it piles up at the corner of the road. In the rainy season the smell is unbearable and mosquitoes breed. And kids are stuck indoors on phones because there is no place to play.,Safe public transport so that I can attend things in the evening.
3128,3,1,INT08,2025-03-10,1,30,4,1,2,5,34000,0,14,1,2,5,2,2,1,0,0,1,0,3,4,4,1,3.5,0,0,0.657,"The deposit they ask is ten months of rent, which ordinary people cannot pay.","See, basic services working properly, water, roads and lights, then people have time for each other. A women's group or self-help group where we can meet and also earn something."
3129,3,1,INT08,2025-03-10,2,20,5,6,1,6,9000,1,3,1,1,5,1,1,0,0,0,0,0,3,6,4,1,3.5,1,0,0.753,No regular water,"I think some kind of welcome for new families, somebody to show them around."
3130,3,2,INT09,2025-03-10,1,69,4,3,2,2,10000,0,45,4,5,2,8,4,0,0,0,1,0,4,10,3,0,0.0,0,1,2.088,Nothing,more free time
3131,3,1,INT09,2025-03-10,1,26,1,3,2,5,13000,0,16,1,1,4,1,2,0,0,0,0,0,1,6,4,1,3.5,1,0,1.535,"The drains are open and always blocked, the sewage overflows onto the road.","football or cricket tournaments between lanes, the young people would connect"
3132,3,2,INT09,2025-03-10,1,34,3,4,2,3,46500,1,5,5,4,3,8,4,1,0,0,0,1,4,8,3,1,1.0,0,0,1.011,"sanitation, no regular water",knowing neighbours
3133,3,1,INT09,2025-03-10,2,27,4,6,2,3,19500,1,10,2,4,2,2,3,0,0,0,0,0,4,4,3,0,0.0,0,0,0.825,Nothing,bhasha nahi aati toh log alag hi dekhte hai
3134,3,1,INT09,2025-03-10,1,25,5,2,1,5,46500,0,16,2,2,3,2,2,0,1,0,1,0,3,9,3,1,3.0,0,0,1.145,No problem as such,"Shorter travel to work, then weekends would not be only for rest. Sunday is the only day and that goes in household work. Then people would trust each other more."
3135,3,1,INT09,2025-03-10,1,34,4,2,2,4,26000,1,8,3,3,3,4,4,0,0,0,0,0,3,6,3,1,3.5,0,1,1.011,"Two-wheelers drive on the footpath, so walking is dangerous for old people. People are suspicious of tenants, they call them outsiders.","I think our building WhatsApp group helped during the floods, one for the whole area would be useful."
3136,3,1,INT10,2025-03-10,2,28,5,4,2,3,10000,0,8,1,2,5,2,8,0,0,0,0,0,3,7,5,1,1.0,1,0,0.922,Stray dogs tear open the garbage bags and it spreads all over the lane. We tried collecting money for a private cleaner but it stopped after two months. Also we have moved three times in 12 years because of rent increases. Many families who lived here for decades have left for the outskirts. We are fed up.,Not interested
3137,3,1,INT08,2025-03-11,1,49,5,3,2,6,48500,1,6,3,4,5,2,3,0,0,0,0,0,3,4,3,1,1.5,0,1,0.556,"The garbage van comes maybe twice a week, so everyone just dumps it outside. In the rainy season the smell is unbearable and mosquitoes breed. Something should be done.","Regular get-togethers, even a monthly potluck would help. When I was a child the whole building would sit together for the puja bhog. Along with that, neighbours helping each other in emergencies, like it used to be."
3138,3,2,INT08,2025-03-11,2,47,2,1,2,5,14000,0,29,1,2,4,1,2,0,1,0,0,0,3,7,2,1,1.5,0,0,1.21,,"Honestly, classes for tailoring or computers for women, we would get to know each other."
3139,3,1,INT09,2025-03-11,1,50,1,3,2,5,19500,0,44,8,5,2,3,3,1,0,0,1,0,4,5,2,0,0.0,0,1,0.973,no regular water,nothing really
3140,3,1,INT09,2025-03-11,1,35,3,1,2,3,36000,0,6,4,4,2,4,4,0,1,0,0,0,3,7,4,1,1.5,0,1,0.895,"Water enters the ground floor houses every rainy season. Snakes and dirty water come inside the house. Second thing, the only open ground was taken for a parking lot.",Don't know
3141,3,2,INT10,2025-03-12,1,19,3,5,1,3,42000,0,10,4,3,5,2,2,0,0,0,0,1,3,5,3,1,4.0,0,0,1.506,"Frankly speaking, the streetlight in front of our house has been broken for 4 years. People use their phone torch to walk home.","Honestly, if working hours were normal I would join things, now I am always tired. Sunday is the only day and that goes in household work. Sports day or a small fair for the children would bring people out of their homes. Apart from that, fair rent agreements so that we are not thrown out suddenly."
3142,3,1,INT08,2025-03-13,2,48,5,3,2,5,16500,1,2,4,2,5,2,3,0,0,0,0,0,2,4,3,1,1.0,1,0,0.707,"For me, public toilets are dirty and there are not enough of them. The vat near the market overflows every day. Plus water enters the ground floor houses every rainy season. Snakes and dirty water come inside the house. It is the same story every year.","See, a park or common place where people can sit and talk in the evening. In the old days the rowak outside the houses was where everybody met."
3143,3,1,INT09,2025-03-13,2,40,5,6,2,3,34500,1,8,2,1,5,1,1,0,0,0,0,0,3,4,4,1,4.0,0,0,1.142,"mainly the deposit they ask is ten months of rent, which ordinary people cannot pay",senior citizens club
3144,3,2,INT10,2025-03-13,1,32,6,3,2,11,31500,0,13,4,4,3,4,4,1,0,0,1,0,4,6,3,1,1.5,0,0,1.565,"Old houses are being demolished for flats and people like us are being pushed out. The broker takes one month rent as commission. Plus water supply is very irregular, sometimes we get it for only one hour in the morning.","The association should be run democratically, not by the same two families. Right now decisions are taken and we are just told to pay. Along with that, a local office where you can go without a middleman. Most of our energy goes in fighting for basic things. That would make a big difference."
3145,3,1,INT10,2025-03-13,1,24,5,4,2,10,257500,0,15,4,4,4,3,2,0,1,0,0,0,3,9,4,1,1.5,0,0,0.827,"The dust from construction is everywhere, everyone has a cough. Schools were shut for a week in November because of the smog. Construction noise goes on day and night.",Cleanliness drive
3146,3,1,INT08,2025-03-14,2,25,3,6,2,4,18500,1,8,2,1,8,2,2,0,0,0,0,0,1,5,3,1,1.5,1,0,0.795,"See, you need a middleman even to get a birth certificate.",friendly neighbours
3147,3,1,INT10,2025-03-14,2,28,3,6,2,2,25500,0,9,2,2,3,2,3,1,0,0,0,0,3,5,5,1,1.0,0,1,0.84,Mainly in December the water came up to our doorstep and ruined the furniture. Office people cannot go to work and daily wage workers lose income.,Nothing
3148,3,1,INT10,2025-03-14,1,,6,1,2,2,47000,1,6,4,3,4,8,5,0,0,1,0,0,3,3,4,1,1.5,0,0,0.606,Dirty drain water mixes with the drinking water pipe. Mosquitoes are a big problem because of the stagnant water.,"Owning a house, even a small one. As a tenant you always feel temporary."
3149,3,1,INT10,2025-03-14,2,41,1,1,2,5,34500,1,6,3,3,4,1,2,1,0,0,0,0,4,5,2,1,0.5,1,0,0.959,Actually nothing gets done in the municipal ward office office without paying a bribe.,"some kind of welcome for new families, somebody to show them around"
4001,4,2,INT13,2025-02-10,1,80,4,7,4,3,12500,0,6,4,3,3,3,2,0,0,0,1,0,4,,3,0,0.0,1,0,0.726,"Honestly, the deposit they ask is ten months of rent, which ordinary people cannot pay.",Mainly community events on weekends when working people are free.
4002,4,2,INT12,2025-02-12,3,28,3,6,1,1,41500,1,11,2,3,5,1,1,1,0,0,0,0,3,6,5,1,3.0,0,0,0.951,"The locals and the migrants do not talk, there is always some tension. When something is stolen they immediately blame the tenants. Otherwise it is a nice place to live.","Honestly, if the streets were safe to walk at night I would go out and meet people more."
4003,4,2,INT12,2025-02-12,1,36,4,3,2,1,34000,1,8,3,4,3,2,1,0,0,0,0,0,3,7,5,1,3.5,0,0,1.783,There is distrust between the old residents and the new people who have come to rent. The residents association meetings are only for owners.,If the residents welfare association included tenants and not only owners. Also a youth club with sports and computer classes to keep the boys busy.
